,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200381,,2023,1971/12/7,,13,0,0,1,,R200381,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,2,1,4,4,2,4,5,4,5,2,5,5,1,3,5,5,5,5,4,5,5,4,5,5,5,3,3,2,5,5,5,1,5,5,5,5,5,2,5,2,2,3,1,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,アルバイト,200382,,2015,1982/9/7,,14,0,0,1,,R200382,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,3,4,2,5,3,3,3,3,3,3,5,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,5,3,3,3,1,3,4,3,5,2,3,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200383,,2019,1997/6/1,,25,0,0,1,,R200383,,,4,5,5,5,5,5,5,4,4,4,4,5,5,4,5,3,3,2,4,5,4,5,5,4,4,1,4,5,3,1,4,4,4,4,5,4,4,5,4,5,4,5,2,3,3,4,4,4,1,4,4,4,5,1,4,1,5,3,4,3,5,4,4,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200384,,2020,1999/2/4,,0,0,0,1,,R200384,,,3,1,3,5,1,3,4,1,1,5,1,2,3,3,5,1,1,5,4,2,1,5,3,3,3,1,3,3,4,2,1,4,1,1,1,1,1,1,1,5,5,4,3,5,3,3,4,4,5,5,1,1,3,2,1,5,2,5,1,3,5,1,1,1,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200385,,2011,1984/11/25,,17,0,0,1,,R200385,,,4,4,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,1,3,5,4,5,5,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,1,4,3,4,4,4,1,5,4,4,3,4,4,4,4,4,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200386,,2021,1996/3/3,,10,0,0,1,,R200386,,,2,2,4,4,5,3,2,4,3,2,5,4,5,5,4,3,4,3,5,2,2,2,3,4,5,4,2,4,5,5,5,3,5,2,2,4,2,2,4,4,4,5,4,4,5,5,5,4,2,5,1,5,2,3,1,3,3,2,1,2,2,2,4,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200387,,2021,1987/7/11,,9,0,0,1,,R200387,,,2,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,2,2,3,1,1,3,3,1,1,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,3,3,3,5,3,1,3,3,5,1,4,1,4,2,1,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200388,,2007,2005/5/3,,2,0,0,1,,R200388,,,3,3,3,3,3,5,2,3,1,3,3,3,4,1,4,2,3,3,1,3,3,5,3,2,2,4,3,2,2,2,5,3,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,4,2,5,3,5,2,4,2,2,2,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200389,,2008,1972/1/23,,12,0,0,1,,R200389,,,4,4,3,4,4,3,5,3,3,4,4,5,4,5,4,3,4,2,5,5,5,4,5,5,5,2,5,4,3,4,5,4,4,5,5,5,5,5,5,5,5,2,2,2,2,2,4,5,1,5,2,3,5,5,5,5,1,5,5,3,4,4,5,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,アルバイト,200390,,2009,1974/6/2,,1,0,0,1,,R200390,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,4,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,3,3,3,1,3,2,1,5,1,3,3,3,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200391,,2007,1995/1/15,,18,0,0,1,,R200391,,,4,4,4,4,4,5,4,4,4,4,4,2,2,5,4,5,3,5,3,3,2,2,4,4,4,3,4,2,2,4,2,4,3,3,2,4,3,2,4,4,4,2,3,5,4,2,4,4,4,4,5,4,4,3,3,4,1,4,5,3,4,4,3,4,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200392,,2018,1978/11/16,,12,0,0,1,,R200392,,,3,3,3,3,3,5,3,3,3,3,3,2,3,3,3,3,1,5,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,1,3,3,2,4,4,2,1,1,4,3,3,3,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200393,,2022,2001/10/5,,0,0,0,1,,R200393,,,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,2,4,3,3,3,2,4,4,1,4,3,4,1,5,5,5,5,5,4,5,5,4,5,5,3,1,1,3,5,5,5,4,5,2,5,5,1,1,4,1,2,3,3,5,5,5,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200394,,2013,1983/4/9,,9,0,0,1,,R200394,,,4,4,4,4,5,3,3,4,4,5,4,3,4,5,4,4,4,4,5,5,5,5,5,5,5,4,5,4,5,1,4,3,3,3,4,4,3,4,4,4,3,2,5,4,3,2,3,3,2,4,4,3,3,3,4,4,5,2,2,1,4,4,4,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200395,,2020,2000/2/13,,14,0,0,1,,R200395,,,2,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,3,3,3,3,5,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,3,3,3,4,3,5,3,3,2,3,2,3,3,2,4,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,社員,200396,,2022,2004/6/3,,17,0,0,1,,R200396,,,3,5,4,4,5,1,3,4,5,5,4,4,4,4,4,4,4,2,5,3,4,4,4,3,4,4,4,4,5,1,4,3,5,3,3,4,3,3,4,4,4,4,4,1,5,4,4,4,2,5,4,4,5,3,5,1,1,3,1,4,4,3,4,4,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200397,,2011,1992/3/25,,10,0,0,1,,R200397,,,5,5,3,5,4,1,4,3,3,2,4,3,4,5,4,3,1,3,2,5,2,5,3,3,3,4,3,3,3,5,3,4,4,5,3,4,5,3,4,3,3,3,5,3,4,2,4,4,5,4,2,5,4,1,4,3,1,5,5,2,4,3,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,パート,200398,,2012,1974/2/20,,10,0,0,1,,R200398,,,4,4,3,5,5,5,5,4,3,4,3,3,3,4,4,4,1,5,1,5,5,5,4,5,4,2,4,4,3,5,5,5,3,5,4,5,5,4,5,5,4,4,2,3,3,4,4,4,4,3,3,4,5,3,2,2,4,4,4,1,4,4,5,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200399,,2019,1987/7/14,,14,0,0,1,,R200399,,,2,3,3,3,3,1,3,3,2,3,3,4,3,3,2,3,5,2,1,3,3,2,3,3,3,2,3,3,3,5,3,2,2,3,3,3,3,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,3,4,4,3,5,2,1,4,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200400,,2011,1989/6/2,,23,0,0,1,,R200400,,,5,5,5,5,5,3,5,5,5,3,5,5,5,2,5,2,1,1,2,5,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,2,3,5,5,5,4,1,5,3,2,1,4,3,5,1,5,5,5,5,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200401,,2022,2005/7/5,,19,0,0,1,,R200401,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,5,4,3,3,3,3,3,3,5,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,5,5,2,4,4,1,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200402,,2021,2005/3/5,,23,0,0,1,,R200402,,,3,3,3,4,3,4,3,3,3,4,2,4,3,3,2,3,4,3,3,3,2,3,3,3,2,4,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,3,2,3,3,2,2,2,3,1,1,5,4,5,1,3,2,2,2,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200403,,2025,2004/7/18,,12,0,0,1,,R200403,,,3,2,5,4,4,1,2,3,3,2,2,2,2,4,3,3,5,4,3,2,2,2,3,3,3,3,3,2,2,4,5,4,5,2,2,4,2,2,4,5,5,5,3,5,5,2,3,3,2,3,4,4,4,2,5,1,5,1,5,1,4,3,2,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,アルバイト,200404,,2012,1990/10/6,,22,0,0,1,,R200404,,,4,5,4,5,5,3,5,5,5,4,5,4,5,4,4,4,1,5,1,2,2,3,5,5,4,1,4,5,3,3,5,3,2,5,4,5,5,4,5,5,5,5,3,3,1,5,4,4,1,5,1,3,5,4,3,2,2,3,4,4,5,4,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200405,,2005,1992/12/24,,24,0,0,1,,R200405,,,2,2,3,3,3,1,3,3,3,1,1,3,3,3,3,1,1,1,1,3,2,3,3,2,2,3,3,2,5,5,3,2,2,2,2,2,2,2,2,3,3,3,1,2,3,3,2,3,1,3,1,2,2,1,2,5,2,4,3,4,2,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200406,,2017,1973/1/28,,6,0,0,1,,R200406,,,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,2,1,4,2,2,3,3,3,3,3,1,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,4,3,3,2,3,5,3,2,2,4,5,5,1,2,2,3,3,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,社員,200407,,2005,1974/7/24,,7,0,0,1,,R200407,,,4,4,3,3,5,1,3,3,4,3,3,5,5,5,4,4,5,2,5,5,3,4,5,5,5,3,5,3,5,4,3,4,4,3,3,4,3,3,4,5,5,5,3,2,1,1,5,3,1,4,4,1,4,3,5,1,2,1,3,1,5,4,3,5,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200408,,2023,1973/7/25,,5,0,0,1,,R200408,,,4,4,4,5,4,3,5,5,5,3,4,5,5,5,5,4,2,5,4,4,4,5,4,4,4,5,4,5,2,4,5,5,5,5,4,4,5,4,4,5,5,5,5,3,3,5,5,5,4,5,5,4,5,2,5,4,1,2,3,3,4,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,パート,200409,,2017,1981/10/2,,1,0,0,1,,R200409,,,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,2,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,2,2,3,5,5,5,2,5,2,5,5,5,1,2,3,2,1,5,5,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200410,,2014,1983/4/25,,12,0,0,1,,R200410,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,1,5,3,3,3,3,3,3,4,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,4,3,5,5,3,3,1,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,社員,200411,,2023,2001/11/2,,11,0,0,1,,R200411,,,5,5,5,3,5,1,4,3,4,5,4,2,3,4,3,4,2,1,4,5,3,5,5,4,3,4,5,4,5,2,2,2,1,3,4,4,3,4,4,5,2,3,5,5,5,1,2,5,4,5,4,3,4,3,3,3,1,2,5,1,5,5,4,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200412,,2009,1976/12/7,,25,0,0,1,,R200412,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,1,5,3,2,3,3,2,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,1,4,2,3,3,1,3,3,3,3,1,1,2,5,1,4,2,3,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,パート,200413,,2014,1970/6/23,,17,0,0,1,,R200413,,,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,4,1,1,1,5,5,5,4,5,2,2,4,4,4,2,4,4,3,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,4,5,4,5,5,1,2,5,2,4,2,5,5,5,5,5,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,パート,200414,,2025,1979/10/10,,25,0,0,1,,R200414,,,3,3,3,3,3,4,3,5,3,2,2,2,3,5,3,2,4,3,5,4,3,3,5,3,2,1,4,3,5,3,2,2,3,3,3,3,3,3,3,4,5,4,2,5,1,4,3,3,3,3,2,3,4,5,3,1,4,4,3,3,3,2,4,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200415,,2010,1989/6/4,,13,0,0,1,,R200415,,,4,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,4,5,5,4,5,5,5,5,1,3,3,5,4,4,3,4,3,5,5,4,3,1,5,2,1,5,5,5,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200416,,2007,1987/9/11,,21,0,0,1,,R200416,,,4,4,4,4,4,4,3,4,4,2,2,2,4,4,2,4,2,1,1,4,4,4,4,4,4,1,4,4,3,4,2,4,3,4,4,4,4,4,4,3,4,4,2,2,3,1,4,4,4,4,2,3,3,3,1,1,3,5,2,5,4,4,4,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200417,,2025,1974/11/7,,21,0,0,1,,R200417,,,4,3,5,3,3,2,3,1,2,4,2,2,3,5,5,2,2,5,2,3,2,3,3,3,5,4,5,3,2,2,5,5,5,2,3,4,2,3,4,5,5,5,5,4,3,5,3,4,4,5,5,4,4,5,5,5,2,3,4,5,5,3,3,3,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200418,,2010,2005/9/24,,24,0,0,1,,R200418,,,5,3,2,5,5,5,5,4,3,4,4,4,5,4,5,4,3,2,3,4,3,3,3,3,3,3,4,2,2,2,2,2,2,4,3,3,4,3,3,4,4,4,3,4,5,5,3,3,5,4,3,4,5,5,4,1,1,1,5,5,5,4,2,2,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200419,,2020,2001/12/16,,1,0,0,1,,R200419,,,3,4,4,4,3,5,5,5,5,4,4,4,5,5,5,4,4,4,2,5,5,4,5,5,4,5,5,4,2,2,4,3,4,4,4,3,4,4,3,3,5,4,2,2,2,3,4,5,2,4,4,5,5,4,5,2,2,4,1,2,4,4,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200420,,2017,1986/12/9,,1,0,0,1,,R200420,,,5,5,5,4,5,1,5,4,4,2,4,4,5,4,5,4,1,2,5,5,2,2,5,5,5,1,5,4,2,2,5,5,5,3,3,3,3,3,3,5,5,5,4,5,5,3,4,4,3,4,1,2,5,3,5,4,2,4,3,1,5,4,4,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200421,,2007,1993/1/12,,11,0,0,1,,R200421,,,4,4,4,4,4,4,4,5,5,4,3,4,3,5,4,4,3,4,1,4,3,4,5,3,4,3,4,4,1,3,2,4,2,5,5,5,5,5,5,5,5,4,2,4,3,4,4,4,4,3,4,4,5,3,3,2,3,3,3,2,4,4,4,4,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,アルバイト,200422,,2021,1975/7/15,,20,0,0,1,,R200422,,,4,4,4,5,4,3,4,3,4,3,3,3,5,5,4,4,3,3,4,3,3,4,3,4,4,2,4,4,5,2,3,3,2,3,3,2,3,3,2,5,5,5,2,1,1,3,4,3,5,5,1,2,4,4,2,5,4,2,3,4,5,4,5,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200423,,2005,1999/5/1,,21,0,0,1,,R200423,,,3,2,3,5,3,4,3,3,3,3,2,3,3,3,3,1,4,5,3,2,2,3,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,2,3,3,2,4,5,4,2,2,3,1,3,5,2,3,5,4,4,5,1,3,5,2,3,3,2,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200424,,2008,1996/7/11,,18,0,0,1,,R200424,,,3,2,3,4,4,5,2,5,4,3,3,3,3,5,4,4,1,5,4,3,1,2,4,5,4,2,3,5,3,1,4,3,2,2,3,2,2,3,2,5,3,4,2,5,4,3,4,5,2,4,1,2,3,4,5,2,5,1,2,4,3,4,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200425,,2012,1984/1/17,,18,0,0,1,,R200425,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,1,4,2,5,5,5,5,5,5,4,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,5,1,5,1,5,5,4,1,2,4,3,2,2,5,5,5,5,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200426,,2005,1972/12/2,,18,0,0,1,,R200426,,,5,5,5,5,5,2,5,5,4,4,5,5,5,5,4,4,1,1,4,2,2,5,2,5,5,5,4,5,5,1,5,5,5,5,5,2,5,5,2,5,5,5,3,5,1,5,5,5,4,5,2,2,5,4,3,4,1,4,2,2,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,社員,200427,,2007,2005/6/19,,18,0,0,1,,R200427,,,2,2,3,5,4,4,3,5,4,3,3,4,5,5,3,5,3,4,4,5,1,4,4,5,3,2,3,5,2,5,2,5,2,4,4,5,4,4,5,5,5,5,5,3,1,5,5,5,5,5,1,2,5,5,1,4,3,1,4,1,5,3,4,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,パート,200428,,2008,2003/5/9,,9,0,0,1,,R200428,,,3,3,5,4,5,5,4,4,4,4,4,4,4,4,5,3,4,2,2,4,5,4,5,4,3,1,3,4,4,4,3,3,3,3,3,4,3,3,4,5,4,3,1,1,4,3,5,4,2,4,4,4,4,3,3,1,2,4,1,2,5,3,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,パート,200429,,2016,1989/11/13,,0,0,0,1,,R200429,,,3,3,3,3,3,1,3,3,3,3,2,2,3,4,3,3,1,2,5,3,3,3,3,3,3,4,3,3,4,4,3,3,2,2,3,3,2,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,2,1,1,3,2,4,4,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,アルバイト,200430,,2015,1992/5/10,,21,0,0,1,,R200430,,,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,2,4,1,3,3,3,3,3,3,2,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,1,3,4,3,3,2,5,3,5,2,3,4,3,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200431,,2013,2002/3/17,,2,0,0,1,,R200431,,,5,5,4,5,4,2,4,4,3,5,5,5,5,5,5,5,2,1,1,5,5,4,5,5,5,4,5,5,5,3,2,4,2,5,5,5,5,5,5,4,4,5,3,1,3,5,5,5,5,5,2,5,4,3,1,3,4,2,3,3,5,4,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200432,,2016,1988/8/20,,12,0,0,1,,R200432,,,3,3,3,4,3,3,3,3,3,3,3,5,5,5,4,4,5,1,3,3,3,3,3,3,3,1,3,3,1,4,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,2,3,3,2,3,3,3,3,1,4,5,4,3,1,5,2,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200433,,2020,2002/11/25,,0,0,0,1,,R200433,,,5,5,5,4,5,4,5,4,4,5,4,4,5,4,4,4,3,2,1,5,5,5,5,5,5,2,5,5,5,2,4,4,4,5,5,5,5,5,5,5,5,3,5,3,1,3,4,4,4,4,1,5,5,3,3,4,4,1,3,2,4,4,4,4,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200434,,2014,1987/10/25,,23,0,0,1,,R200434,,,3,3,2,3,3,5,3,3,3,5,3,2,4,5,5,5,5,4,5,3,2,3,3,3,3,3,3,3,3,1,3,2,2,3,3,3,3,3,3,3,3,3,2,5,3,4,3,3,1,3,2,2,3,2,5,4,3,4,1,1,3,2,2,3,5
